moods,time_segment,city,state,time_zone,temperature_f,weather,profile_id,drink_name,drink_notes
numb,morning,Columbus,OH,America/New_York,81,clear,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
angry|hopeful|restless,evening,Plano,TX,America/Chicago,62,rain,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
hopeful|sad,afternoon,Miami,FL,America/New_York,61,mostly clear,tea_floral,Sparkling peach tea,White tea; peach; and soda.
motivated,morning,Toledo,OH,America/New_York,54,mostly clear,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
calm|tired|stressed,morning,Wichita,KS,America/Chicago,54,fog,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
restless|happy|curious,evening,Lincoln,NE,America/Chicago,68,thunderstorm,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
happy|angry|stressed,afternoon,Atlanta,GA,America/New_York,71,thunderstorm,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
angry|tired,morning,Miami,FL,America/New_York,53,mostly clear,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
angry|numb,afternoon,Atlanta,GA,America/New_York,57,showers,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
gloomy|motivated,morning,New Orleans,LA,America/Chicago,44,snow,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
lonely|calm|angry,evening,Boston,MA,America/New_York,63,mostly clear,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
happy|angry,afternoon,Oklahoma City,OK,America/Chicago,79,mixed conditions,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
hopeful|angry,evening,Honolulu,HI,Pacific/Honolulu,54,fog,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
hopeful,afternoon,Wichita,KS,America/Chicago,54,showers,tea_floral,Sparkling peach tea,White tea; peach; and soda.
angry|anxious|bored,evening,Newark,NJ,America/New_York,63,thunderstorm,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
happy|restless|angry,evening,Kansas City,MO,America/Chicago,77,mixed conditions,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
curious,afternoon,El Paso,TX,America/Denver,53,showers,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
hopeful,morning,Cincinnati,OH,America/New_York,67,mostly clear,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
bored,morning,Irvine,CA,America/Los_Angeles,68,overcast,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
stressed|gloomy,evening,St. Louis,MO,America/Chicago,53,drizzle,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
sad,evening,Orlando,FL,America/New_York,31,snow,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
calm,evening,Nashville,TN,America/Chicago,60,clear,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
tired|lonely,afternoon,Fresno,CA,America/Los_Angeles,31,snow,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
gloomy,afternoon,Santa Ana,CA,America/Los_Angeles,41,snow,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
anxious,morning,Orlando,FL,America/New_York,41,drizzle,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
happy|sad|numb,morning,Miami,FL,America/New_York,70,mixed conditions,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
stressed|angry,morning,Fort Worth,TX,America/Chicago,55,mixed conditions,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
angry,evening,Omaha,NE,America/Chicago,46,fog,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
sad,morning,Los Angeles,CA,America/Los_Angeles,64,mostly clear,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
anxious|calm|hopeful,afternoon,Colorado Springs,CO,America/Denver,60,rain,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
lonely,afternoon,Oklahoma City,OK,America/Chicago,72,thunderstorm,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
calm|bored|stressed,evening,Anaheim,CA,America/Los_Angeles,68,thunderstorm,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
numb,afternoon,Fort Worth,TX,America/Chicago,58,rain,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
happy,evening,New Orleans,LA,America/Chicago,64,clear,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
tired,morning,New Orleans,LA,America/Chicago,56,overcast,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
sad|calm|angry,evening,Santa Ana,CA,America/Los_Angeles,50,showers,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
lonely|restless|angry,evening,Colorado Springs,CO,America/Denver,31,snow,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
calm|motivated,evening,Irvine,CA,America/Los_Angeles,53,drizzle,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
numb|gloomy|happy,morning,Mesa,AZ,America/Phoenix,59,fog,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
calm|bored,morning,Charlotte,NC,America/New_York,57,overcast,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
angry|anxious|curious,morning,Detroit,MI,America/Detroit,69,thunderstorm,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
motivated,afternoon,Washington,DC,America/New_York,44,snow,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
bored,afternoon,Colorado Springs,CO,America/Denver,45,drizzle,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
curious,evening,Portland,OR,America/Los_Angeles,52,fog,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
stressed|lonely,afternoon,Tulsa,OK,America/Chicago,67,overcast,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
stressed,afternoon,Portland,OR,America/Los_Angeles,48,rain,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
lonely|calm|motivated,morning,Jacksonville,FL,America/New_York,34,snow,house_blend,Vanilla oat cappuccino,Espresso; oat milk foam; and vanilla bean.
lonely|numb|gloomy,evening,Kansas City,MO,America/Chicago,52,overcast,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
curious|tired,evening,Cleveland,OH,America/New_York,46,showers,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
calm,afternoon,Wichita,KS,America/Chicago,55,overcast,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
calm|curious,morning,Boston,MA,America/New_York,51,rain,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
curious,morning,Oklahoma City,OK,America/Chicago,69,thunderstorm,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
angry|calm,afternoon,Greensboro,NC,America/New_York,60,clear,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
restless|angry,evening,San Antonio,TX,America/Chicago,53,fog,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
gloomy,evening,Cincinnati,OH,America/New_York,59,showers,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
lonely|gloomy|motivated,morning,Orlando,FL,America/New_York,53,rain,house_blend,Vanilla oat cappuccino,Espresso; oat milk foam; and vanilla bean.
angry|restless|anxious,evening,San Diego,CA,America/Los_Angeles,51,fog,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
angry|sad|happy,evening,Lincoln,NE,America/Chicago,68,mostly clear,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
sad|motivated|curious,afternoon,Chula Vista,CA,America/Los_Angeles,43,fog,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
anxious|motivated,evening,Jacksonville,FL,America/New_York,54,rain,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
sad|restless|angry,afternoon,Chicago,IL,America/Chicago,61,thunderstorm,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
sad|numb,evening,Mesa,AZ,America/Phoenix,41,snow,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
stressed|bored|anxious,evening,Cincinnati,OH,America/New_York,62,mostly clear,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
hopeful|anxious|stressed,afternoon,Stockton,CA,America/Los_Angeles,54,fog,tea_floral,Sparkling peach tea,White tea; peach; and soda.
numb|hopeful|angry,morning,Arlington,TX,America/Chicago,60,mixed conditions,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
angry|hopeful|numb,morning,Greensboro,NC,America/New_York,56,drizzle,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
calm|bored,evening,Albuquerque,NM,America/Denver,47,rain,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
angry|gloomy|stressed,afternoon,Raleigh,NC,America/New_York,73,clear,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
happy|numb,afternoon,Louisville,KY,America/New_York,80,mixed conditions,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
restless|motivated,afternoon,Stockton,CA,America/Los_Angeles,62,rain,espresso_bold,Minted espresso shaker,Espresso; mint; and lightly sweetened milk.
anxious|sad,afternoon,Fort Worth,TX,America/Chicago,53,showers,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
hopeful,morning,Philadelphia,PA,America/New_York,55,showers,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
stressed,evening,San Jose,CA,America/Los_Angeles,46,drizzle,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
numb|bored,evening,Santa Ana,CA,America/Los_Angeles,67,clear,house_blend,Quiet chamomile,Chamomile tea with soft honey.
curious|gloomy|calm,evening,Corpus Christi,TX,America/Chicago,57,clear,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
gloomy|calm,evening,Cincinnati,OH,America/New_York,46,drizzle,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
sad|happy|anxious,morning,Chicago,IL,America/Chicago,58,mostly clear,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
curious,evening,Honolulu,HI,Pacific/Honolulu,51,mostly clear,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
calm|motivated,evening,Omaha,NE,America/Chicago,63,mixed conditions,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
happy|stressed|anxious,afternoon,Wichita,KS,America/Chicago,48,drizzle,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
bored|numb|curious,afternoon,Arlington,TX,America/Chicago,40,snow,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
lonely,morning,Toledo,OH,America/New_York,63,clear,house_blend,Vanilla oat cappuccino,Espresso; oat milk foam; and vanilla bean.
gloomy|sad|happy,afternoon,Anaheim,CA,America/Los_Angeles,77,clear,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
stressed,morning,Portland,OR,America/Los_Angeles,51,showers,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
bored,evening,Fort Wayne,IN,America/Indiana/Indianapolis,51,mostly clear,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
sad|numb|calm,evening,Denver,CO,America/Denver,61,showers,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
calm|bored,afternoon,St. Paul,MN,America/Chicago,43,fog,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
tired|restless,afternoon,Austin,TX,America/Chicago,52,fog,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
numb,afternoon,Las Vegas,NV,America/Los_Angeles,59,rain,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
numb,afternoon,Toledo,OH,America/New_York,59,rain,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
lonely,morning,Miami,FL,America/New_York,78,clear,house_blend,Vanilla oat cappuccino,Espresso; oat milk foam; and vanilla bean.
bored|calm|stressed,morning,Toledo,OH,America/New_York,66,overcast,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
hopeful,morning,Charlotte,NC,America/New_York,55,drizzle,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
angry|hopeful|anxious,morning,Greensboro,NC,America/New_York,46,fog,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
angry,afternoon,Santa Ana,CA,America/Los_Angeles,52,showers,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
motivated|gloomy,morning,Fresno,CA,America/Los_Angeles,35,snow,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
hopeful,afternoon,Riverside,CA,America/Los_Angeles,79,mixed conditions,tea_floral,Sparkling peach tea,White tea; peach; and soda.
angry,morning,Washington,DC,America/New_York,49,showers,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
stressed|bored,afternoon,Columbus,OH,America/New_York,78,clear,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
angry|motivated|tired,afternoon,St. Louis,MO,America/Chicago,58,mostly clear,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
motivated|stressed|numb,morning,El Paso,TX,America/Denver,57,drizzle,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
tired|sad,evening,Irvine,CA,America/Los_Angeles,63,overcast,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
tired|calm,afternoon,Lexington,KY,America/New_York,40,drizzle,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
lonely|angry|hopeful,afternoon,Honolulu,HI,Pacific/Honolulu,30,snow,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
calm|happy,evening,Irvine,CA,America/Los_Angeles,46,showers,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
lonely|tired|hopeful,evening,Kansas City,MO,America/Chicago,81,clear,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
stressed|calm,afternoon,St. Louis,MO,America/Chicago,52,rain,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
anxious|restless|angry,evening,Oklahoma City,OK,America/Chicago,57,mostly clear,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
restless|gloomy|calm,evening,Aurora,CO,America/Denver,52,mostly clear,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
angry,morning,Los Angeles,CA,America/Los_Angeles,60,showers,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
motivated,afternoon,Cincinnati,OH,America/New_York,47,drizzle,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
bored|anxious,morning,Tampa,FL,America/New_York,65,mostly clear,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
calm|restless|stressed,evening,Dallas,TX,America/Chicago,53,mostly clear,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
sad|numb|hopeful,evening,Riverside,CA,America/Los_Angeles,52,showers,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
calm|tired,evening,Anchorage,AK,America/Anchorage,66,overcast,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
bored,afternoon,Omaha,NE,America/Chicago,66,thunderstorm,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
calm,afternoon,San Antonio,TX,America/Chicago,56,fog,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
sad|bored|angry,evening,Raleigh,NC,America/New_York,61,overcast,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
motivated|restless|numb,afternoon,Lexington,KY,America/New_York,54,overcast,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
tired|angry|hopeful,afternoon,San Francisco,CA,America/Los_Angeles,44,snow,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
tired|calm,afternoon,Colorado Springs,CO,America/Denver,44,snow,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
hopeful,morning,Tucson,AZ,America/Phoenix,48,fog,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
lonely,afternoon,Irvine,CA,America/Los_Angeles,63,thunderstorm,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
calm|stressed|numb,evening,Charlotte,NC,America/New_York,66,mixed conditions,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
anxious|restless,evening,San Jose,CA,America/Los_Angeles,54,rain,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
calm,afternoon,St. Louis,MO,America/Chicago,60,overcast,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
happy|bored|anxious,afternoon,Tucson,AZ,America/Phoenix,47,drizzle,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
calm,morning,Newark,NJ,America/New_York,58,mostly clear,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
bored,morning,Omaha,NE,America/Chicago,83,clear,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
numb|angry,afternoon,Lexington,KY,America/New_York,54,fog,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
stressed|sad,evening,Albuquerque,NM,America/Denver,76,thunderstorm,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
angry,afternoon,El Paso,TX,America/Denver,37,snow,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
stressed|anxious,afternoon,Miami,FL,America/New_York,58,rain,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
calm,evening,Denver,CO,America/Denver,84,clear,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
restless|angry|anxious,evening,San Francisco,CA,America/Los_Angeles,61,thunderstorm,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
tired|restless,morning,Omaha,NE,America/Chicago,44,snow,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
restless|stressed|calm,evening,Atlanta,GA,America/New_York,59,showers,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
numb|curious|lonely,afternoon,Wichita,KS,America/Chicago,36,snow,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
angry,evening,Tulsa,OK,America/Chicago,44,drizzle,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
lonely|restless,morning,Baltimore,MD,America/New_York,33,snow,house_blend,Vanilla oat cappuccino,Espresso; oat milk foam; and vanilla bean.
bored|angry,afternoon,Toledo,OH,America/New_York,67,overcast,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
anxious|restless,morning,Anchorage,AK,America/Anchorage,60,rain,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
anxious|sad,afternoon,Anaheim,CA,America/Los_Angeles,51,mostly clear,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
anxious|hopeful|gloomy,evening,Colorado Springs,CO,America/Denver,43,drizzle,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
calm|numb|bored,afternoon,Detroit,MI,America/Detroit,61,rain,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
angry|curious,morning,Columbus,OH,America/New_York,71,clear,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
calm,evening,Lincoln,NE,America/Chicago,50,drizzle,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
motivated,evening,Philadelphia,PA,America/New_York,81,clear,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
curious,afternoon,New York,NY,America/New_York,49,drizzle,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
motivated|bored|anxious,afternoon,Seattle,WA,America/Los_Angeles,52,mostly clear,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
motivated,evening,Washington,DC,America/New_York,59,rain,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
stressed|anxious,afternoon,Colorado Springs,CO,America/Denver,62,rain,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
bored|anxious,evening,Washington,DC,America/New_York,65,mixed conditions,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
sad,evening,Irvine,CA,America/Los_Angeles,57,mostly clear,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
restless|lonely|tired,evening,Durham,NC,America/New_York,38,snow,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
bored,evening,Atlanta,GA,America/New_York,54,overcast,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
numb,afternoon,Minneapolis,MN,America/Chicago,40,snow,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
stressed|calm,evening,Memphis,TN,America/Chicago,58,mixed conditions,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
tired|calm|sad,evening,Colorado Springs,CO,America/Denver,53,rain,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
bored|lonely|motivated,morning,St. Louis,MO,America/Chicago,47,drizzle,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
tired,afternoon,Anaheim,CA,America/Los_Angeles,60,mostly clear,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
numb|lonely|angry,afternoon,Raleigh,NC,America/New_York,55,mixed conditions,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
restless|hopeful|calm,morning,Portland,OR,America/Los_Angeles,66,overcast,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
calm|angry,morning,Charlotte,NC,America/New_York,69,mixed conditions,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
sad|calm|anxious,afternoon,Denver,CO,America/Denver,59,rain,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
bored|anxious,afternoon,Mesa,AZ,America/Phoenix,59,fog,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
hopeful|happy,morning,Las Vegas,NV,America/Los_Angeles,46,fog,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
angry,evening,Los Angeles,CA,America/Los_Angeles,49,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
hopeful|calm,morning,Arlington,TX,America/Chicago,56,fog,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
calm|hopeful|motivated,morning,Omaha,NE,America/Chicago,66,overcast,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
happy|anxious|motivated,evening,Charlotte,NC,America/New_York,53,fog,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
angry,afternoon,San Antonio,TX,America/Chicago,64,mixed conditions,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
stressed|lonely,evening,San Jose,CA,America/Los_Angeles,67,thunderstorm,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
curious|bored,afternoon,New York,NY,America/New_York,60,thunderstorm,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
sad|calm|hopeful,afternoon,Riverside,CA,America/Los_Angeles,34,snow,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
bored|anxious|gloomy,morning,El Paso,TX,America/Denver,52,overcast,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
calm|sad,afternoon,Orlando,FL,America/New_York,64,thunderstorm,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
anxious|gloomy|lonely,morning,Pittsburgh,PA,America/New_York,56,mostly clear,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
calm|hopeful|sad,evening,Cleveland,OH,America/New_York,47,drizzle,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
stressed|angry|anxious,morning,Philadelphia,PA,America/New_York,57,drizzle,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
curious,morning,Louisville,KY,America/New_York,49,drizzle,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
gloomy,afternoon,Anaheim,CA,America/Los_Angeles,72,mixed conditions,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
motivated|calm|sad,afternoon,Cincinnati,OH,America/New_York,64,showers,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
bored|calm,afternoon,Bakersfield,CA,America/Los_Angeles,81,clear,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
gloomy,morning,San Francisco,CA,America/Los_Angeles,63,overcast,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
motivated|gloomy|curious,evening,Greensboro,NC,America/New_York,63,thunderstorm,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
gloomy|tired|calm,evening,Tucson,AZ,America/Phoenix,46,showers,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
happy|numb|calm,afternoon,Indianapolis,IN,America/Indiana/Indianapolis,55,overcast,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
hopeful|curious,afternoon,Houston,TX,America/Chicago,33,snow,tea_floral,Sparkling peach tea,White tea; peach; and soda.
calm,morning,Santa Ana,CA,America/Los_Angeles,47,fog,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
hopeful|curious,afternoon,Austin,TX,America/Chicago,43,fog,tea_floral,Sparkling peach tea,White tea; peach; and soda.
anxious,morning,Tampa,FL,America/New_York,53,fog,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
happy,morning,Irvine,CA,America/Los_Angeles,53,mostly clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
numb,morning,San Diego,CA,America/Los_Angeles,31,snow,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
stressed,morning,Lexington,KY,America/New_York,84,mixed conditions,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
gloomy|angry,morning,New York,NY,America/New_York,34,snow,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
